date,time,weather_humidity,weather_temperature,soil_moisture,water_level,soil_temperature,soil_conductivity,soil_ph,soil_nitrogen,soil_phosporus,soil_potasium
29/05/2024,19:32:18,50.00,23.00,54.30,3.32,24.40,71,7.40,243,96,93
29/05/2024,20:32:18,50.00,23.00,53.90,0.12,24.40,72,7.40,243,97,9454
29/05/2024,21:32:18,50.00,23.00,52.30,1.44,24.30,63,7.50,241,92,8952
31/05/2024,13:47:08,50.00,23.00,64.90,4.90,22.50,22,7.50,30,196,194
31/05/2024,13:49:20,50.00,23.00,64.70,4.93,22.50,34,7.50,33,202,200
31/05/2024,13:49:32,50.00,23.00,66.60,4.06,22.50,36,7.50,33,203,201
31/05/2024,13:49:44,50.00,23.00,63.70,3.11,22.50,33,7.50,33,201,199
31/05/2024,13:49:56,50.00,23.00,67.40,3.28,22.50,36,7.50,33,203,201
31/05/2024,13:50:08,50.00,23.00,64.70,4.11,22.50,38,7.50,34,204,202
31/05/2024,13:50:21,50.00,23.00,64.70,0.73,22.60,37,7.50,33,203,201
31/05/2024,13:50:33,50.00,23.00,65.50,0.83,22.60,37,7.50,33,203,201
31/05/2024,13:50:45,50.00,23.00,66.60,1.19,22.50,39,7.50,34,204,202
31/05/2024,13:50:58,50.00,23.00,64.90,3.17,22.50,37,7.50,33,203,201
31/05/2024,13:51:10,50.00,23.00,63.70,4.12,22.50,38,7.50,34,204,202
31/05/2024,13:51:22,50.00,23.00,62.30,1.17,22.60,41,7.50,34,205,203
31/05/2024,13:51:35,50.00,23.00,62.30,3.35,22.50,38,7.50,34,204,202
31/05/2024,13:51:47,50.00,23.00,64.90,1.48,22.60,41,7.50,34,205,203
31/05/2024,13:51:59,50.00,23.00,63.70,3.91,22.60,41,7.40,34,205,203
31/05/2024,13:52:12,50.00,23.00,64.50,4.40,22.60,41,7.40,34,205,203
31/05/2024,13:52:24,50.00,23.00,65.50,4.45,22.60,42,7.50,34,206,204
31/05/2024,13:52:36,50.00,23.00,65.50,0.02,22.60,41,7.50,34,205,203
31/05/2024,13:52:48,50.00,23.00,64.70,0.93,22.60,44,7.50,35,207,204
31/05/2024,13:53:02,50.00,23.00,64.70,4.50,22.60,41,7.50,34,205,203
31/05/2024,13:53:13,50.00,23.00,62.30,1.17,22.60,46,7.50,35,208,205
31/05/2024,13:53:25,50.00,23.00,62.30,2.87,22.60,43,7.50,35,206,204
31/05/2024,13:53:38,50.00,23.00,64.70,3.63,22.60,43,7.50,35,206,204
